"事务别名","名称","平均响应时间(ms)","总耗时(ms)","耗时百分比(%)","请求数","吞吐率(tps)","错误率(%)","错误数","慢次数","应用"
"URI/grcv5/user/product/contractTemplate/evaluate.html","URI/grcv5/user/product/contractTemplate/evaluate.html","4.6666665","14","5.7866488E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","4.6666665","14","5.7866488E-5","3","1.7361112E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.subOrgExprSelector/jquery.subOrgExprSelector.html","URI/grcv5/resources/plugins/jquery.subOrgExprSelector/jquery.subOrgExprSelector.html","4.644068","274","0.0011325298","59","3.414352E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/product.opinion.jquery.attachment.html","URI/grcv5/resources/lib/hd/widget/template/product.opinion.jquery.attachment.html","4.631579","176","7.274644E-4","38","2.1990741E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/groupService.getGroup.dwr","URI/grcv5/dwr/call/plaincall/groupService.getGroup.dwr","4.629139","699","0.002889191","151","8.7384257E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.getIsSignByContractId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractSignInfoService.getIsSignByContractId.dwr","4.626151","2512","0.010382901","543","0.003142361","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleOrgExprSelector/jquery.roleOrgExprSelector.html","URI/grcv5/resources/plugins/jquery.roleOrgExprSelector/jquery.roleOrgExprSelector.html","4.625","185","7.6466426E-4","40","2.3148148E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttach.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttach.list.html","4.6034484","267","0.0011035965","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttach.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttach.list.html","4.568182","201","8.307974E-4","44","2.5462962E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfoData.dwr","URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfoData.dwr","4.54902","696","0.002876791","153","8.854167E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleOrgExprSelector/jquery.roleOrgExprSelector.html","URI/grcv5/resources/plugins/jquery.roleOrgExprSelector/jquery.roleOrgExprSelector.html","4.534483","263","0.0010870632","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userTab.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userTab.html","4.5333333","272","0.0011242632","60","3.4722223E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictInfoById.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictInfoById.dwr","4.532258","281","0.0011614631","62","3.587963E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/font-awesome/fonts/fontawesome-webfont.woff2","URI/grcv5/resources/plugins/font-awesome/fonts/fontawesome-webfont.woff2","4.5151515","149","6.1586476E-4","33","1.9097222E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/textarea.html","URI/grcv5/resources/lib/hd/widget/template/textarea.html","4.5151515","149","6.1586476E-4","33","1.9097222E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserGroup.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserGroup.dwr","4.5119047","379","0.0015665285","84","4.8611112E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/userService.getClassifiedResolver.dwr","URI/grcv5/dwr/call/plaincall/userService.getClassifiedResolver.dwr","4.5","9","3.7199883E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/legalServicesDemandTemplate.html","URI/grcv5/resources/product/legalServicesDemandTemplate.html","4.5","18","7.4399766E-5","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jsviews/jsrender.min.js.map","URI/grcv5/resources/plugins/jsviews/jsrender.min.js.map","4.5","9","3.7199883E-5","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/legalServicesDemandTemplate.html","URI/grcv5/resources/product/legalServicesDemandTemplate.html","4.5","9","3.7199883E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfoData.dwr","URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfoData.dwr","4.4716983","1896","0.007836776","424","0.0024537037","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfo.dwr","4.446262","1903","0.007865708","428","0.002476852","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected2-lang.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected2-lang.html","4.4324327","164","6.7786453E-4","37","2.1412037E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/locale/zh-CN/viewer.properties","URI/grcv5/resources/PDF.js/web/locale/zh-CN/viewer.properties","4.428571","31","1.2813293E-4","7","4.0509258E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachWps.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachWps.list.html","4.404762","185","7.6466426E-4","42","2.4305556E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/undefined","URI/grcv5/undefined","4.4","22","9.093305E-5","5","2.8935185E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dictDesignService.getChildren.dwr","URI/grcv5/dwr/call/plaincall/dictDesignService.getChildren.dwr","4.4","22","9.093305E-5","5","2.8935185E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContactViewService.hasOtherInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrContactViewService.hasOtherInfo.dwr","4.3905883","1866","0.007712776","425","0.0024594907","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tab/jquery.tab.product.html","URI/grcv5/resources/plugins/jquery.tab/jquery.tab.product.html","4.3809524","276","0.0011407965","63","3.6458333E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.getUpdateInfo.dwr","4.350049","4424","0.01828581","1017","0.0058854166","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/locale/zh-CN/viewer.properties","URI/grcv5/resources/PDF.js/web/locale/zh-CN/viewer.properties","4.35","87","3.5959887E-4","20","1.1574074E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getRoleHideList.dwr","URI/grcv5/dwr/call/plaincall/roleService.getRoleHideList.dwr","4.3333335","13","5.3733165E-5","3","1.7361112E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newPage.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newPage.html","4.3333335","286","0.0011821296","66","3.8194444E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.findOppConfigInfoByAppId.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.findOppConfigInfoByAppId.dwr","4.3333335","13","5.3733165E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getOneMenu.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getOneMenu.dwr","4.304348","99","4.0919872E-4","23","1.3310186E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.mobile.login}","SpringController/${url.rest.mobile.login}","4.3","43","1.7773277E-4","10","5.787037E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.index.root}","SpringController/${url.bpm.index.root}","4.260989","3102","0.01282156","728","0.004212963","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.dropdownTree/jquery.dropdownTree.html","URI/grcv5/resources/plugins/jquery.dropdownTree/jquery.dropdownTree.html","4.2537313","285","0.0011779963","67","3.8773147E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCockpitService.checkUser.dwr","URI/grcv5/dwr/call/plaincall/dwrCockpitService.checkUser.dwr","4.25","34","1.405329E-4","8","4.6296296E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","4.25","17","7.026645E-5","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2","URI/grcv5/resources/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2","4.246377","293","0.0012110629","69","3.9930554E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.index.root}","SpringController/${url.bpm.index.root}","4.2292356","1273","0.005261717","301","0.0017418981","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/contactSearchTemplate.html","URI/grcv5/resources/product/contactSearchTemplate.html","4.2222223","38","1.5706617E-4","9","5.2083335E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserGroup.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserGroup.dwr","4.2083335","101","4.1746537E-4","24","1.3888889E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/Adobe-GB1-UCS2.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/Adobe-GB1-UCS2.bcmap","4.2","21","8.679973E-5","5","2.8935185E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserOrgGroup.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserOrgGroup.dwr","4.2","126","5.207984E-4","30","1.7361112E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected-lang.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected-lang.html","4.195122","172","7.109311E-4","41","2.3726851E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userTab.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userTab.html","4.1578946","158","6.5306464E-4","38","2.1990741E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.subOrgExprSelector/jquery.subOrgExprSelector.html","URI/grcv5/resources/plugins/jquery.subOrgExprSelector/jquery.subOrgExprSelector.html","4.15","166","6.861312E-4","40","2.3148148E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getGroupPathByCurrentUser.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getGroupPathByCurrentUser.dwr","4.148","1037","0.0042862534","250","0.0014467592","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findConfigInfoByUnitCode.dwr","URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findConfigInfoByUnitCode.dwr","4.14486","887","0.0036662552","214","0.001238426","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newPage.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newPage.html","4.142857","174","7.1919773E-4","42","2.4305556E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictInfoById.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictInfoById.dwr","4.129032","128","5.2906503E-4","31","1.7939815E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSelector/jquery.roleSelector.html","URI/grcv5/resources/plugins/jquery.roleSelector/jquery.roleSelector.html","4.1282053","161","6.654646E-4","39","2.2569444E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductGroupService.getNoAuthGroupTreeNodePd.dwr","URI/grcv5/dwr/call/plaincall/dwrProductGroupService.getNoAuthGroupTreeNodePd.dwr","4.0882354","139","5.7453156E-4","34","1.9675925E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSelector/jquery.roleSelector.html","URI/grcv5/resources/plugins/jquery.roleSelector/jquery.roleSelector.html","4.084746","241","9.961302E-4","59","3.414352E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.login.login.page}","SpringController/${url.bpm.login.login.page}","4.0765553","1704","0.007043178","418","0.0024189814","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/groupService.getGroup.dwr","URI/grcv5/dwr/call/plaincall/groupService.getGroup.dwr","4.0641026","317","0.0013102626","78","4.5138889E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findConfigInfoByUnitCode.dwr","URI/grcv5/dwr/call/plaincall/dwrLasContractAppConfigService.findConfigInfoByUnitCode.dwr","4.0492125","2057","0.00850224","508","0.0029398147","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.editor.html","URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.editor.html","4.0338984","238","9.837303E-4","59","3.414352E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tab/jquery.tab.html","URI/grcv5/resources/plugins/jquery.tab/jquery.tab.html","4.0338984","238","9.837303E-4","59","3.414352E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserProductSelector.html","URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserProductSelector.html","4.019231","209","8.6386397E-4","52","3.0092592E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictKeys.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictKeys.dwr","4.0","8","3.3066564E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/oppsiteSearchTemplate.html","URI/grcv5/resources/product/oppsiteSearchTemplate.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.perform.feedback.planlist.html","URI/grcv5/resources/lib/hd/widget/product.perform.feedback.planlist.html","4.0","64","2.6453251E-4","16","9.259259E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected2-lang.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected2-lang.html","4.0","228","9.4239705E-4","57","3.298611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/admin/flowNew/flowTemplateTree.html","URI/grcv5/resources/template/admin/flowNew/flowTemplateTree.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/contactSearchTemplate.html","URI/grcv5/resources/product/contactSearchTemplate.html","4.0","12","4.9599847E-5","3","1.7361112E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/index.html","URI/grcv5/index.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx/slplugin.rar","URI/grcv5/resources/lib/hd/widget/indidocx/slplugin.rar","4.0","8","3.3066564E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.effectiveTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.effectiveTab.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dictDesignService.getValueList.dwr","URI/grcv5/dwr/call/plaincall/dictDesignService.getValueList.dwr","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/user/appUserCreate.html","URI/grcv5/resources/template/user/appUserCreate.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/admin/flowNew/flowPropertyTxtContent.html","URI/grcv5/resources/template/admin/flowNew/flowPropertyTxtContent.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/bpm/create.htm","URI/grcv5/bpm/create.htm","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/informationTemplate.html","URI/grcv5/resources/product/informationTemplate.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/flowDesignService.getMessengersMap.dwr","URI/grcv5/dwr/call/plaincall/flowDesignService.getMessengersMap.dwr","4.0","8","3.3066564E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.ownerTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.ownerTab.html","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/legalInstitutionTemplate.html","URI/grcv5/resources/product/legalInstitutionTemplate.html","4.0","12","4.9599847E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrHierarchySwitchService.resourceTypeEnabled.dwr","URI/grcv5/dwr/call/plaincall/dwrHierarchySwitchService.resourceTypeEnabled.dwr","4.0","36","1.4879953E-4","9","5.2083335E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrPerformFeedbackService.hasFeedback.dwr","URI/grcv5/dwr/call/plaincall/dwrPerformFeedbackService.hasFeedback.dwr","4.0","4","1.6533282E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.html","URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.html","3.9298246","224","9.258638E-4","57","3.298611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/textarea.html","URI/grcv5/resources/lib/hd/widget/template/textarea.html","3.8888888","70","2.8933244E-4","18","1.0416667E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector/jquery.seniorSelector.html","URI/grcv5/resources/plugins/jquery.seniorSelector/jquery.seniorSelector.html","3.875","155","6.4066466E-4","40","2.3148148E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.general.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.general.table.list.tip.html","3.8695652","178","7.3573104E-4","46","2.6620372E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.html","URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.html","3.8695652","178","7.3573104E-4","46","2.6620372E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.token.creation}","SpringController/${url.rest.token.creation}","3.8599606","1957","0.008088908","507","0.0029340277","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2","URI/grcv5/resources/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2","3.8484848","127","5.249317E-4","33","1.9097222E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tab/jquery.tab.html","URI/grcv5/resources/plugins/jquery.tab/jquery.tab.html","3.8461537","150","6.199981E-4","39","2.2569444E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductGroupService.getNoAuthGroupTreeNodePd.dwr","URI/grcv5/dwr/call/plaincall/dwrProductGroupService.getNoAuthGroupTreeNodePd.dwr","3.8372092","330","0.0013639957","86","4.9768516E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/child.table.jquery.attachment.temp.html","URI/grcv5/resources/lib/hd/widget/child.table.jquery.attachment.temp.html","3.8181818","126","5.207984E-4","33","1.9097222E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.general.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.general.table.list.tip.html","3.8095238","80","3.3066564E-4","21","1.2152778E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.table/jquery.list.html","URI/grcv5/resources/plugins/jquery.table/jquery.list.html","3.7846153","246","0.0010167968","65","3.761574E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.token.creation}","SpringController/${url.rest.token.creation}","3.7837014","4968","0.020534337","1313","0.0075983796","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected-lang.html","URI/grcv5/resources/plugins/jquery.seniorSelector.user/jquery.seniorSelector.userSelected-lang.html","3.7627118","222","9.1759715E-4","59","3.414352E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.table/jquery.table.html","URI/grcv5/resources/plugins/jquery.table/jquery.table.html","3.761194","252","0.0010415968","67","3.8773147E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.child.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.child.table.list.tip.html","3.7368422","142","5.869315E-4","38","2.1990741E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.seniorSelector/jquery.seniorSelector.html","URI/grcv5/resources/plugins/jquery.seniorSelector/jquery.seniorSelector.html","3.724138","216","8.927972E-4","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.related.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.related.table.list.tip.html","3.7234042","175","7.2333106E-4","47","2.7199075E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachV8.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachV8.list.html","3.7192984","212","8.7626395E-4","57","3.298611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/locale/locale.properties","URI/grcv5/resources/PDF.js/web/locale/locale.properties","3.7142856","26","1.0746633E-4","7","4.0509258E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.related.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.related.table.list.tip.html","3.7068965","215","8.8866387E-4","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachV8.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachV8.list.html","3.6744187","158","6.5306464E-4","43","2.4884258E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.login.ott.txt}","SpringController/${url.bpm.login.ott.txt}","3.6666667","22","9.093305E-5","6","3.4722223E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getRoleHideList.dwr","URI/grcv5/dwr/call/plaincall/roleService.getRoleHideList.dwr","3.642857","102","4.2159867E-4","28","1.6203703E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.editor.html","URI/grcv5/resources/plugins/jquery.propertySetting/jquery.propertySetting.editor.html","3.6341465","149","6.1586476E-4","41","2.3726851E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.collapse/jquery.collapse.html","URI/grcv5/resources/plugins/jquery.collapse/jquery.collapse.html","3.6231885","250","0.0010333301","69","3.9930554E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
